candidate_season_key,season_id,season_name,candidate_name,age_missing,gender_missing,profession_missing,physical_score_missing,physical_score_current,profile_documentation_sufficient,research_task_type,research_priority_score,external_research_priority,external_research_request,queue_reason_valid,query_quality_valid,duplicate_status,audit_status,audit_warning
KL13::anthony amar,KL13,Koh-Lanta : Raja Ampat,Anthony Amar,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Anthony Amar (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::olivier moenaert,KL13,Koh-Lanta : Raja Ampat,Olivier Moenaert,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Olivier Moenaert (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::florence delbarre reuter,KL13,Koh-Lanta : Raja Ampat,Florence Delbarre Reuter,False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Florence Delbarre Reuter (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::virginie jarry,KL13,Koh-Lanta : Raja Ampat,Virginie Jarry,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Virginie Jarry (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::patricia morel,KL13,Koh-Lanta : Raja Ampat,Patricia Morel,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Patricia Morel (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::alexandra pouillon,KL13,Koh-Lanta : Raja Ampat,Alexandra Pouillon,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alexandra Pouillon (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::martin bazin,KL13,Koh-Lanta : Raja Ampat,Martin Bazin,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Martin Bazin (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::ella gbezan,KL13,Koh-Lanta : Raja Ampat,Ella Gbezan,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Ella Gbezan (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::laurent maistret,KL13,Koh-Lanta : Raja Ampat,Laurent Maistret,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Laurent Maistret (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::teheiura teahui,KL13,Koh-Lanta : Raja Ampat,Teheiura Teahui,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Teheiura Teahui (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::gérard urdampilleta,KL13,Koh-Lanta : Raja Ampat,Gérard Urdampilleta,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Gérard Urdampilleta (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
