candidate_season_key,season_id,season_name,candidate_name,survival_time,departure_type_normalized,departure_category,departure_model_category,final_position_raw,proposed_departure_cause,proposed_confidence,proposal_reason,manual_final_cause,manual_review_status,source_url_1,source_excerpt_1,source_url_2,source_excerpt_2,source_quality,season_year,age,gender,physical_score,event,censored,returned_to_game,first_exit_order,final_exit_order,physical_score_confidence,gender_male,physical_score_available,complete_case_main_model,complete_case_physical_model,effective_departure_cause
KL15::élodie,KL15,Koh-Lanta : Malaisie,Élodie,5.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,VOTE_CONSEIL,HIGH,Première sortie uniquement : élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Élodie est éliminée au Conseil ; seule sa première sortie analytique est retenue.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::marie [ n 2 ],KL15,Koh-Lanta : Malaisie,Marie [ N 2 ],6.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Marie est éliminée au Conseil au jour 18.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::anthony,KL15,Koh-Lanta : Malaisie,Anthony,7.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,AMBASSADEURS,HIGH,Élimination directe lors de la réunion des ambassadeurs.,AMBASSADEURS,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Anthony est éliminé après le désaccord des ambassadeurs et le tirage au sort qui s'ensuit.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,AMBASSADEURS
KL15::javier [ n 3 ],KL15,Koh-Lanta : Malaisie,Javier [ N 3 ],8.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Javier est éliminé au Conseil après la réunification.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::namadia [ n 4 ],KL15,Koh-Lanta : Malaisie,Namadia [ N 4 ],9.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Namadia est éliminé au Conseil au jour 25.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::marylou,KL15,Koh-Lanta : Malaisie,Marylou,10.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Marylou est éliminée au Conseil au jour 28.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::catherine,KL15,Koh-Lanta : Malaisie,Catherine,11.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Catherine reçoit les voix décisives au Conseil après l'utilisation d'un collier.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::camille,KL15,Koh-Lanta : Malaisie,Camille,12.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,VOTE_CONSEIL,HIGH,Élimination résultant du vote du Conseil pendant les destins liés. Le vote contre un membre du binôme condamne également son partenaire ; les deux candidats sont donc classés VOTE_CONSEIL.,VOTE_CONSEIL,VALIDATED_DESTINS_LIES_AS_VOTE_CONSEIL,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,"Camille est éliminée parce qu'elle est en binôme avec Catherine, éliminée au Conseil.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::thierry,KL15,Koh-Lanta : Malaisie,Thierry,14.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Thierry est éliminé au Conseil au jour 37.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::myriam,KL15,Koh-Lanta : Malaisie,Myriam,15.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Myriam est éliminée au Conseil au jour 39.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::bernard,KL15,Koh-Lanta : Malaisie,Bernard,16.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,FINALE_ORIENTATION,HIGH,Élimination pendant l'épreuve finale d'orientation.,FINALE_ORIENTATION,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Bernard est éliminé lors de l'épreuve finale d'orientation.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_ORIENTATION
KL15::philippe [ n 5 ],KL15,Koh-Lanta : Malaisie,Philippe [ N 5 ],17.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,FINALE_ORIENTATION,HIGH,Élimination pendant l'épreuve finale d'orientation.,FINALE_ORIENTATION,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Philippe est éliminé lors de l'épreuve finale d'orientation.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_ORIENTATION
KL15::vanessa,KL15,Koh-Lanta : Malaisie,Vanessa,18.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,FINALE_POTEAUX,HIGH,Élimination pendant l'épreuve finale des poteaux.,FINALE_POTEAUX,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Vanessa est éliminée lors de l'épreuve finale des poteaux.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_POTEAUX
KL17::manon allender,KL17,Koh-Lanta : Johor,Manon Allender,4.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Left Competition Day 12,VOLUNTARY,HIGH,Départ choisi volontairement par la candidate.,VOLUNTARY,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Manon_Allender,Manon décide de quitter volontairement l'aventure au jour 12 en raison du stress et de son état de santé.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOLUNTARY
KL18::charlie vincent-mussard,KL18,Koh-Lanta : Thaïlande,Charlie Vincent-Mussard,1.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Left Competition Day 3,VOLUNTARY,HIGH,Départ choisi volontairement par la candidate.,VOLUNTARY,VALIDATED_BATCH_003,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Tha%C3%AFlande,"Charlie quitte volontairement le jeu au jour 3 après une crise de migraine, bien qu'elle ait été déclarée apte à continuer.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOLUNTARY
KL18::marius torterat,KL18,Koh-Lanta : Thaïlande,Marius Torterat,3.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Left Competition Day 6,VOLUNTARY,HIGH,Départ choisi volontairement par le candidat.,VOLUNTARY,VALIDATED_BATCH_003,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Tha%C3%AFlande,"Marius décide de quitter volontairement l'aventure au jour 6, se sentant oppressé par les caméras et l'aspect télé-réalité.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOLUNTARY
KL22::émilie,KL22,Koh-Lanta : La Guerre des Chefs,Émilie,3.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminée [ 8 ] , [ 9 ] [source secondaire souhaitée] , [ 10 ] [source secondaire souhaitée]",VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Émilie est éliminée au Conseil par sa tribu.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::victor,KL22,Koh-Lanta : La Guerre des Chefs,Victor,4.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminé [ 11 ] , [ 12 ] [source secondaire souhaitée] , [ 13 ] [source secondaire souhaitée]",VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Victor est éliminé au premier Conseil des rouges.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::chloé,KL22,Koh-Lanta : La Guerre des Chefs,Chloé,5.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminée [ 14 ] , [ 15 ] [source secondaire souhaitée]",VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Chloé est éliminée au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::xavier,KL22,Koh-Lanta : La Guerre des Chefs,Xavier,6.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminé [ 16 ] [source secondaire souhaitée],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Xavier est éliminé au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::frédéric,KL22,Koh-Lanta : La Guerre des Chefs,Frédéric,7.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminé [ 17 ] , [ 18 ] [source secondaire souhaitée]",AMBASSADEURS,HIGH,Élimination directe lors de la réunion des ambassadeurs.,AMBASSADEURS,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,"Frédéric est désigné par les ambassadeurs Alexandre, Béatrice et Maxime et quitte l'aventure.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,AMBASSADEURS
KL22::alexandre,KL22,Koh-Lanta : La Guerre des Chefs,Alexandre,8.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminé [ 17 ] , [ 19 ] [source secondaire souhaitée]",VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Alexandre est éliminé au premier Conseil après la réunification.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::béatrice,KL22,Koh-Lanta : La Guerre des Chefs,Béatrice,9.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminée [ 20 ] , [ 21 ] [source secondaire souhaitée]",VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Béatrice est éliminée au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::brice,KL22,Koh-Lanta : La Guerre des Chefs,Brice,10.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminé [ 22 ] , [ 23 ] [source secondaire souhaitée] , [ 24 ] [source secondaire souhaitée]",VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Brice est éliminé au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::sophie,KL22,Koh-Lanta : La Guerre des Chefs,Sophie,11.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminée [ 25 ] [source secondaire souhaitée],VOTE_CONSEIL,HIGH,Élimination résultant du vote du Conseil pendant les destins liés. Le vote contre un membre du binôme condamne également son partenaire ; les deux candidats sont donc classés VOTE_CONSEIL.,VOTE_CONSEIL,VALIDATED_DESTINS_LIES_AS_VOTE_CONSEIL,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,"Sophie est entraînée dans la sortie de Brice, son partenaire de binôme.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::angélique,KL22,Koh-Lanta : La Guerre des Chefs,Angélique,12.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminée [ 26 ] [source secondaire souhaitée],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Angélique est éliminée au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::mohamed,KL22,Koh-Lanta : La Guerre des Chefs,Mohamed,13.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminé [ 27 ] [source secondaire souhaitée],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Mohamed est éliminé au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::nicolas,KL22,Koh-Lanta : La Guerre des Chefs,Nicolas,14.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminé [ 28 ] [source secondaire souhaitée],ELIMINATION_CHALLENGE,HIGH,Élimination directe après une épreuve à enjeu éliminatoire.,ELIMINATION_CHALLENGE,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Nicolas termine dernier d'une épreuve à élimination directe et quitte le jeu.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,ELIMINATION_CHALLENGE
KL22::maxime,KL22,Koh-Lanta : La Guerre des Chefs,Maxime,15.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminé [ 29 ] [source secondaire souhaitée],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Maxime est éliminé au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::cyril,KL22,Koh-Lanta : La Guerre des Chefs,Cyril,16.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminé [ 30 ] [source secondaire souhaitée] , [ 31 ]",VOTE_CONSEIL,HIGH,Élimination issue d’un Conseil. Le mécanisme de départage après égalité reste classé VOTE_CONSEIL.,VOTE_CONSEIL,VALIDATED_COUNCIL_TIEBREAK,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,"Après une égalité avec Clo au Conseil, Cyril tire la boule noire lors d'un tirage au sort et est éliminé.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL22::clo,KL22,Koh-Lanta : La Guerre des Chefs,Clo,17.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminée,FINALE_ORIENTATION,HIGH,Élimination pendant l'épreuve finale d'orientation.,FINALE_ORIENTATION,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Clo est éliminée lors de l'épreuve finale d'orientation.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_ORIENTATION
KL22::aurélien,KL22,Koh-Lanta : La Guerre des Chefs,Aurélien,18.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminé,FINALE_ORIENTATION,HIGH,Élimination pendant l'épreuve finale d'orientation.,FINALE_ORIENTATION,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Aurélien est éliminé lors de l'épreuve finale d'orientation.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_ORIENTATION
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,19.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminé,FINALE_POTEAUX,HIGH,Élimination liée à l'épreuve finale des poteaux et au choix du vainqueur.,FINALE_POTEAUX,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,"Steeve n'est pas choisi par Cindy, gagnante des poteaux, pour accéder au jury final.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_POTEAUX
KL25::franck macia,KL25,Koh-Lanta : Le Totem Maudit,Franck Macia,3.0,INDETERMINE,INDETERMINE,INDETERMINE,Left Competition Day 4,VOLUNTARY,HIGH,Départ choisi volontairement par le candidat.,VOLUNTARY,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Franck décide volontairement de quitter l'aventure au jour 4.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOLUNTARY
KL25::pauline pourchaire,KL25,Koh-Lanta : Le Totem Maudit,Pauline Pourchaire,12.0,INDETERMINE,INDETERMINE,INDETERMINE,Eliminated 2nd Jury Member Day 25,ELIMINATION_CHALLENGE,HIGH,Élimination directe après une épreuve à enjeu éliminatoire.,ELIMINATION_CHALLENGE,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Pauline termine dernière d'une épreuve éliminatoire et quitte directement le jeu.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,ELIMINATION_CHALLENGE
KL25::louana roy,KL25,Koh-Lanta : Le Totem Maudit,Louana Roy,16.0,INDETERMINE,INDETERMINE,INDETERMINE,Eliminated 6th Jury Member Day 31,VOTE_CONSEIL,HIGH,Élimination résultant du vote du Conseil pendant les destins liés. Le vote contre un membre du binôme condamne également son partenaire ; les deux candidats sont donc classés VOTE_CONSEIL.,VOTE_CONSEIL,VALIDATED_DESTINS_LIES_AS_VOTE_CONSEIL,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,"Louana est éliminée parce qu'elle est en binôme avec Maxime, visé par le vote.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL25::fouzi ould bouamama,KL25,Koh-Lanta : Le Totem Maudit,Fouzi Ould Bouamama,17.0,INDETERMINE,INDETERMINE,INDETERMINE,Eliminated 7th Jury Member Day 33,ELIMINATION_CHALLENGE,HIGH,Élimination directe après une épreuve à enjeu éliminatoire.,ELIMINATION_CHALLENGE,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Fouzi est éliminé à l'issue d'une épreuve éliminatoire.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,ELIMINATION_CHALLENGE
KL25::ambre daudet,KL25,Koh-Lanta : Le Totem Maudit,Ambre Daudet,20.0,INDETERMINE,INDETERMINE,INDETERMINE,Eliminated 10th Jury Member Day 38,FINALE_ORIENTATION,HIGH,Élimination pendant l'épreuve finale d'orientation.,FINALE_ORIENTATION,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Ambre est éliminée lors de l'épreuve finale d'orientation.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_ORIENTATION
KL26::célia,KL26,Koh-Lanta : Le Feu Sacré,Célia,1.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 11 ],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Célia est éliminée au Conseil au jour 3.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::emin,KL26,Koh-Lanta : Le Feu Sacré,Emin,2.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé [ 12 ],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Emin est éliminé au Conseil au jour 6.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::alexandre,KL26,Koh-Lanta : Le Feu Sacré,Alexandre,3.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé [ 13 ],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Alexandre est éliminé au Conseil au jour 9.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::élodie,KL26,Koh-Lanta : Le Feu Sacré,Élodie,4.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 14 ],ELIMINATION_CHALLENGE,HIGH,Élimination directe après une épreuve à enjeu éliminatoire.,ELIMINATION_CHALLENGE,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Élodie termine dernière d'une épreuve de confort éliminatoire et quitte directement l'aventure.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,ELIMINATION_CHALLENGE
KL26::christine,KL26,Koh-Lanta : Le Feu Sacré,Christine,7.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 17 ],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Christine est éliminée au Conseil au jour 18.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::rudy,KL26,Koh-Lanta : Le Feu Sacré,Rudy,8.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé [ 18 ],VOTE_CONSEIL,HIGH,Première sortie uniquement : élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_003,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,"Rudy est éliminé au Conseil au jour 15, revient ensuite après un abandon médical, puis ressort ; seule sa première sortie est retenue.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::anne-sophie,KL26,Koh-Lanta : Le Feu Sacré,Anne-Sophie,10.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 20 ],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_004,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Anne-Sophie est éliminée au Conseil après la réunification.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::helena,KL26,Koh-Lanta : Le Feu Sacré,Helena,11.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 21 ],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_004,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Helena est éliminée au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::gilles,KL26,Koh-Lanta : Le Feu Sacré,Gilles,12.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé [ 22 ],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_004,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Gilles est éliminé au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::clémence,KL26,Koh-Lanta : Le Feu Sacré,Clémence,13.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 23 ],VOTE_CONSEIL,HIGH,Élimination résultant du vote du Conseil pendant les destins liés. Le vote contre un membre du binôme condamne également son partenaire ; les deux candidats sont donc classés VOTE_CONSEIL.,VOTE_CONSEIL,VALIDATED_DESTINS_LIES_AS_VOTE_CONSEIL,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,"Clémence est éliminée à la suite de l'élimination d'Esteban, son partenaire de binôme.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::esteban,KL26,Koh-Lanta : Le Feu Sacré,Esteban,14.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé [ 24 ],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_004,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Esteban est éliminé au Conseil lors de l'épisode des destins liés.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::laura,KL26,Koh-Lanta : Le Feu Sacré,Laura,15.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 25 ],VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_004,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,Laura est éliminée au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL26::quentin,KL26,Koh-Lanta : Le Feu Sacré,Quentin,16.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé [ 26 ],AMBASSADEURS,HIGH,Première élimination retenue : sortie décidée lors de la réunion des ambassadeurs.,AMBASSADEURS,VALIDATED_BATCH_004,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Feu_Sacr%C3%A9,"Quentin est éliminé par tirage au sort lors de la réunion des ambassadeurs ; il reste ensuite dans le jeu après l'abandon de Grâce, mais seule cette première élimination est retenue.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,AMBASSADEURS
